datetime,instrument,"Ref($open, -2) / Ref($open, -1) - 1"
2020-07-27,SH600009,-0.009274125
2020-07-27,SH600010,0.0
2020-07-27,SH600011,0.0
2020-07-27,SH600015,0.0031596422
2020-07-27,SH600016,-0.0018050075
2020-07-27,SH600018,-0.0067415237
2020-07-27,SH600019,0.0
2020-07-27,SH600025,0.0026384592
2020-07-27,SH600028,-0.0049627423
2020-07-27,SH600029,-0.014897525
2020-07-27,SH600030,-0.015603304
2020-07-28,SH600000,0.015458941
2020-07-28,SH600009,0.031352162
2020-07-28,SH600010,0.008546948
2020-07-28,SH600011,-0.0042372346
2020-07-28,SH600015,0.011023641
2020-07-28,SH600016,0.012658119
2020-07-28,SH600018,0.015836954
2020-07-28,SH600019,0.012219906
2020-07-28,SH600025,0.0
2020-07-28,SH600028,0.0
2020-07-28,SH600029,0.018903494
2020-07-28,SH600030,0.056710124
2020-07-29,SH600000,-0.009514749
2020-07-29,SH600009,-0.015271664
2020-07-29,SH600010,-0.016949117
2020-07-29,SH600011,-0.0021275878
2020-07-29,SH600015,-0.0077881813
2020-07-29,SH600016,-0.0107142925
2020-07-29,SH600018,0.007758379
2020-07-29,SH600019,-0.008048296
2020-07-29,SH600025,-0.0105262995
2020-07-29,SH600028,-0.0074813366
2020-07-29,SH600029,-0.0074211955
2020-07-29,SH600030,-0.017333329
2020-07-30,SH600000,-0.00096070766
2020-07-30,SH600009,-0.0001463294
2020-07-30,SH600010,0.008620739
2020-07-30,SH600011,0.0021321774
2020-07-30,SH600015,0.0031397343
2020-07-30,SH600016,0.0036101341
2020-07-30,SH600018,0.022831082
2020-07-30,SH600019,0.0040568113
2020-07-30,SH600025,0.023936152
2020-07-30,SH600028,0.005025029
2020-07-30,SH600029,0.0
2020-07-30,SH600030,0.028154612
2020-07-31,SH600000,0.005769372
2020-07-31,SH600009,0.0039508343
2020-07-31,SH600010,0.008546948
2020-07-31,SH600011,0.0021276474
2020-07-31,SH600015,0.00625968
2020-07-31,SH600016,0.0035971403
2020-07-31,SH600018,0.03125
2020-07-31,SH600019,0.01010108
2020-07-31,SH600025,-0.007792175
2020-07-31,SH600028,0.0025001764
2020-07-31,SH600029,0.02056086
2020-07-31,SH600030,0.0032993555
2020-08-03,SH600000,0.017208338
2020-08-03,SH600009,0.002769351
2020-08-03,SH600010,0.0
2020-08-03,SH600011,-0.0063694715
2020-08-03,SH600015,0.0046657324
2020-08-03,SH600016,0.01254487
2020-08-03,SH600018,0.015151501
2020-08-03,SH600019,-0.0020000935
2020-08-03,SH600025,-0.005235672
2020-08-03,SH600028,0.0049874783
2020-08-03,SH600029,0.0018314123
2020-08-03,SH600030,-0.010851741
2020-08-04,SH600000,-0.006578982
2020-08-04,SH600009,-0.01671511
2020-08-04,SH600010,0.008474708
2020-08-04,SH600011,-0.010683715
2020-08-04,SH600015,-0.0046440363
2020-08-04,SH600016,-0.008849621
2020-08-04,SH600018,-0.021321893
2020-08-04,SH600019,-0.010019958
2020-08-04,SH600025,-0.002631545
2020-08-04,SH600028,0.0024813414
2020-08-04,SH600029,0.0
2020-08-04,SH600030,-0.0026595592
2020-08-05,SH600000,-0.0056763887
2020-08-05,SH600009,-0.0059129
2020-08-05,SH600010,0.00840342
2020-08-05,SH600011,-0.004319608
2020-08-05,SH600015,-0.0015551448
2020-08-05,SH600016,0.0
2020-08-05,SH600018,-0.019607842
2020-08-05,SH600019,-0.0020244122
2020-08-05,SH600025,-0.010554075
2020-08-05,SH600028,-0.004950464
2020-08-05,SH600029,0.005484462
2020-08-05,SH600030,0.029999971
2020-08-06,SH600000,-0.00856328
2020-08-06,SH600009,0.002230525
2020-08-06,SH600010,-0.01666683
2020-08-06,SH600011,-0.008676767
2020-08-06,SH600015,-0.006230533
2020-08-06,SH600016,-0.0053570867
2020-08-06,SH600018,-0.0111112
2020-08-06,SH600019,-0.010141909
2020-08-06,SH600025,0.031999946
2020-08-06,SH600028,-0.0074626803
2020-08-06,SH600029,-0.0072726607
2020-08-06,SH600030,0.013592243
2020-08-07,SH600000,0.01535511
2020-08-07,SH600009,0.02195847
2020-08-07,SH600010,0.008474708
2020-08-07,SH600011,0.015317202
2020-08-07,SH600015,0.007836938
2020-08-07,SH600016,0.003590703
2020-08-07,SH600018,0.015730381
2020-08-07,SH600019,0.0102458
2020-08-07,SH600025,-0.0051680207
2020-08-07,SH600028,0.0050126314
2020-08-07,SH600029,0.016483545
2020-08-07,SH600030,0.051404834
2020-08-10,SH600000,-0.008506656
2020-08-10,SH600009,0.030778289
2020-08-10,SH600010,-0.016806781
2020-08-10,SH600011,-0.012930989
2020-08-10,SH600015,-0.0046655536
2020-08-10,SH600016,-0.0017889738
2020-08-10,SH600018,-0.017699122
2020-08-10,SH600019,-0.008113563
2020-08-10,SH600025,-0.010389566
2020-08-10,SH600028,-0.0049875975
2020-08-10,SH600029,0.018018007
2020-08-10,SH600030,-0.058001816
2020-08-11,SH600000,0.010486245
2020-08-11,SH600009,0.03169012
2020-08-11,SH600010,0.0
2020-08-11,SH600011,0.032751083
2020-08-11,SH600015,0.0015624762
2020-08-11,SH600016,0.008960605
2020-08-11,SH600018,0.020270228
2020-08-11,SH600019,0.008179903
2020-08-11,SH600025,0.010498643
2020-08-11,SH600028,0.002506256
2020-08-11,SH600029,0.015929222
2020-08-11,SH600030,0.0051580667
2020-08-12,SH600000,-0.0066037774
2020-08-12,SH600009,-0.005051255
2020-08-12,SH600010,0.017094016
2020-08-12,SH600011,0.019027472
2020-08-12,SH600015,-0.0031200647
2020-08-12,SH600016,-0.007104814
2020-08-12,SH600018,-0.0044150352
2020-08-12,SH600019,0.0020284653
2020-08-12,SH600025,0.0025974512
2020-08-12,SH600028,1.1920929e-07
2020-08-12,SH600029,-0.006968677
2020-08-12,SH600030,-0.018280983
2020-08-13,SH600000,0.0056979656
2020-08-13,SH600009,0.030461073
2020-08-13,SH600010,-0.00840348
2020-08-13,SH600011,0.006224036
2020-08-13,SH600015,0.009389639
2020-08-13,SH600016,0.007155657
2020-08-13,SH600018,0.0022172928
2020-08-13,SH600019,0.002024293
2020-08-13,SH600025,0.018134713
2020-08-13,SH600028,0.0025000572
2020-08-13,SH600029,0.010526419
2020-08-13,SH600030,0.04573655
2020-08-14,SH600000,0.02455151
2020-08-14,SH600009,-0.0097203255
2020-08-14,SH600010,0.025423765
2020-08-14,SH600011,0.035051584
2020-08-14,SH600015,0.024806261
2020-08-14,SH600016,0.017761946
2020-08-14,SH600018,0.017699003
2020-08-14,SH600019,0.02020204
2020-08-14,SH600025,0.010178089
2020-08-14,SH600028,0.014962554
2020-08-14,SH600029,0.013888955
2020-08-14,SH600030,0.030928016
2020-08-17,SH600000,-0.014746606
2020-08-17,SH600009,0.04128015
2020-08-17,SH600010,-0.008264363
2020-08-17,SH600011,0.049800873
2020-08-17,SH600015,-0.012102902
2020-08-17,SH600016,-0.006980777
2020-08-17,SH600018,-0.002173841
2020-08-17,SH600019,-0.001980245
2020-08-17,SH600025,0.0050377846
2020-08-17,SH600028,-0.0024570227
2020-08-17,SH600029,-0.025684953
2020-08-17,SH600030,0.0030303001
2020-08-18,SH600000,-0.012160778
2020-08-18,SH600009,0.0037715435
2020-08-18,SH600010,-0.008333385
2020-08-18,SH600011,0.11574948
2020-08-18,SH600015,-0.0015314221
2020-08-18,SH600016,-0.010544777
2020-08-18,SH600018,-0.017429233
2020-08-18,SH600019,-0.0019840598
2020-08-18,SH600025,0.030075192
2020-08-18,SH600028,0.0
2020-08-18,SH600029,0.010544777
2020-08-18,SH600030,-0.03232628
2020-08-19,SH600000,0.0
2020-08-19,SH600009,-0.012215674
2020-08-19,SH600010,-0.00840348
2020-08-19,SH600011,-0.020408154
2020-08-19,SH600015,-0.010736227
2020-08-19,SH600016,-0.0053286552
2020-08-19,SH600018,-0.004434645
2020-08-19,SH600019,0.0
2020-08-19,SH600025,-0.01703167
2020-08-19,SH600028,-0.0049260855
2020-08-19,SH600029,0.010434747
2020-08-19,SH600030,0.0054166317
2020-08-20,SH600000,0.0
2020-08-20,SH600009,0.031574845
2020-08-20,SH600010,0.0
2020-08-20,SH600011,0.048611045
2020-08-20,SH600015,0.0
2020-08-20,SH600016,0.0
2020-08-20,SH600018,0.0022271872
2020-08-20,SH600019,0.009940386
2020-08-20,SH600025,0.007425785
2020-08-20,SH600028,-0.002475202
2020-08-20,SH600029,0.0051635504
2020-08-20,SH600030,0.014195561
2020-08-21,SH600000,-0.0075758696
2020-08-21,SH600009,-0.002678275
2020-08-21,SH600010,-0.008474469
2020-08-21,SH600011,-0.031456888
2020-08-21,SH600015,-0.0031008124
2020-08-21,SH600016,-0.0017856956
2020-08-21,SH600018,0.0
2020-08-21,SH600019,-0.013779461
2020-08-21,SH600025,-0.014742017
2020-08-21,SH600028,0.004962802
2020-08-21,SH600029,0.0
2020-08-21,SH600030,-0.00497669
2020-08-24,SH600000,-0.0047709346
2020-08-24,SH600009,-0.00012785196
2020-08-24,SH600010,0.0
2020-08-24,SH600011,-0.035897493
2020-08-24,SH600015,-0.0015551448
2020-08-24,SH600016,-0.0035778284
2020-08-24,SH600018,-0.00666672
2020-08-24,SH600019,-0.011976123
2020-08-24,SH600025,0.0074812174
2020-08-24,SH600028,-0.0024693012
2020-08-24,SH600029,-0.0068493485
2020-08-24,SH600030,-0.014692128
2020-08-25,SH600000,-0.0047938824
2020-08-25,SH600009,0.025195003
2020-08-25,SH600010,-0.008547008
2020-08-25,SH600011,-0.010638237
2020-08-25,SH600015,-0.0077881813
2020-08-25,SH600016,-0.0053860545
2020-08-25,SH600018,-0.013422847
2020-08-25,SH600019,-0.00808084
2020-08-25,SH600025,-0.014851451
2020-08-25,SH600028,0.002475381
2020-08-25,SH600029,-0.018965542
2020-08-25,SH600030,-0.025063455
2020-08-26,SH600000,-0.0038535595
2020-08-26,SH600009,-0.0024950504
2020-08-26,SH600010,-0.008620739
2020-08-26,SH600011,-0.023297548
2020-08-26,SH600015,-0.0015698075
2020-08-26,SH600016,-0.0036100745
2020-08-26,SH600018,0.0
2020-08-26,SH600019,-0.004073322
2020-08-26,SH600025,0.015075326
2020-08-26,SH600028,-0.00987649
2020-08-26,SH600029,-0.012302339
2020-08-26,SH600030,0.0029287338
2020-08-27,SH600000,0.011605501
2020-08-27,SH600009,-0.005002558
2020-08-27,SH600010,0.017391324
2020-08-27,SH600011,0.018348694
2020-08-27,SH600015,0.009433985
2020-08-27,SH600016,0.010869503
2020-08-27,SH600018,0.004535198
2020-08-27,SH600019,0.020449877
2020-08-27,SH600025,0.002475381
2020-08-27,SH600028,0.0049874783
2020-08-27,SH600029,0.032028556
2020-08-27,SH600030,0.04802072
2020-08-28,SH600000,-0.011472285
2020-08-28,SH600009,-0.044620335
2020-08-28,SH600010,-0.008547008
2020-08-28,SH600011,-0.005405426
2020-08-28,SH600015,-0.0031152368
2020-08-28,SH600016,-0.008960545
2020-08-28,SH600018,-0.0022572875
2020-08-28,SH600019,-0.012024045
2020-08-28,SH600025,0.0074073076
2020-08-28,SH600028,0.0
2020-08-28,SH600029,0.006896615
2020-08-28,SH600030,-0.02012378
2020-08-31,SH600000,-0.0058027506
2020-08-31,SH600009,0.0017101765
2020-08-31,SH600010,0.0
2020-08-31,SH600011,0.048913002
2020-08-31,SH600015,-0.0015625358
2020-08-31,SH600016,0.0036166906
2020-08-31,SH600018,0.0
2020-08-31,SH600019,0.018255591
2020-08-31,SH600025,0.0024510622
2020-08-31,SH600028,0.0
2020-08-31,SH600029,0.006849289
2020-08-31,SH600030,0.017377615
2020-09-01,SH600000,-0.008754909
2020-09-01,SH600009,0.0007879734
2020-09-01,SH600010,0.0
2020-09-01,SH600011,0.0
2020-09-01,SH600015,-0.007824659
2020-09-01,SH600016,-0.0018018484
2020-09-01,SH600018,-0.0022625327
2020-09-01,SH600019,-0.003984034
2020-09-01,SH600025,0.00977993
2020-09-01,SH600028,-0.007444203
2020-09-01,SH600029,-0.010204077
2020-09-01,SH600030,-0.010869622
2020-09-02,SH600000,-0.011776209
2020-09-02,SH600009,-0.01141727
2020-09-02,SH600010,-0.008620739
2020-09-02,SH600011,-0.032815218
2020-09-02,SH600015,-0.012618303
2020-09-02,SH600016,-0.0036100745
2020-09-02,SH600018,-0.009070218
2020-09-02,SH600019,-0.0020000935
2020-09-02,SH600025,-0.012106538
2020-09-02,SH600028,-0.0050001144
2020-09-02,SH600029,-0.012027502
2020-09-02,SH600030,-0.03328103
2020-09-03,SH600000,0.0
2020-09-03,SH600009,0.022301912
2020-09-03,SH600010,0.0
2020-09-03,SH600011,-0.007142842
2020-09-03,SH600015,-0.0047923326
2020-09-03,SH600016,-0.0036231875
2020-09-03,SH600018,0.0
2020-09-03,SH600019,0.0080161095
2020-09-03,SH600025,0.004901886
2020-09-03,SH600028,-0.0025125146
2020-09-03,SH600029,0.05565226
2020-09-03,SH600030,0.007794738
2020-09-04,SH600000,-0.0029791594
2020-09-04,SH600009,-0.013764501
2020-09-04,SH600010,0.008695722
2020-09-04,SH600011,-0.014388502
2020-09-04,SH600015,0.0016050339
2020-09-04,SH600016,-0.0018182397
2020-09-04,SH600018,-0.004576683
2020-09-04,SH600019,-0.0039761066
2020-09-04,SH600025,-0.004878044
2020-09-04,SH600028,-0.002518952
2020-09-04,SH600029,0.039538622
2020-09-04,SH600030,-0.030293226
2020-09-07,SH600000,-0.0029879808
2020-09-07,SH600009,0.00078999996
2020-09-07,SH600010,0.017241359
2020-09-07,SH600011,0.021897793
2020-09-07,SH600015,0.0016025305
2020-09-07,SH600016,0.001821518
2020-09-07,SH600018,0.002298832
2020-09-07,SH600019,0.0019959211
2020-09-07,SH600025,0.02696085
2020-09-07,SH600028,-0.0025252104
2020-09-07,SH600029,-0.0031695366
2020-09-07,SH600030,0.000664711
2020-09-08,SH600000,0.0049949884
2020-09-08,SH600009,-0.016576767
2020-09-08,SH600010,0.076271296
2020-09-08,SH600011,0.017857194
2020-09-08,SH600015,0.0016000271
2020-09-08,SH600016,0.0
2020-09-08,SH600018,0.01376152
2020-09-08,SH600019,0.015936255
2020-09-08,SH600025,0.0
2020-09-08,SH600028,0.0
2020-09-08,SH600029,0.025437117
2020-09-08,SH600030,0.00797081
2020-09-09,SH600000,-0.0109344125
2020-09-09,SH600009,-0.011772573
2020-09-09,SH600010,-0.07086623
2020-09-09,SH600011,0.026315808
2020-09-09,SH600015,-0.0127795935
2020-09-09,SH600016,-0.0072727203
2020-09-09,SH600018,-0.024886906
2020-09-09,SH600019,-0.011764705
2020-09-09,SH600025,-0.0119332075
2020-09-09,SH600028,-0.01012665
2020-09-09,SH600029,-0.048062027
2020-09-09,SH600030,-0.015815496
2020-09-10,SH600000,0.0
2020-09-10,SH600009,-0.00013542175
2020-09-10,SH600010,0.0
2020-09-10,SH600011,-0.013675213
2020-09-10,SH600015,0.0048543215
2020-09-10,SH600016,-0.0018315315
2020-09-10,SH600018,0.0
2020-09-10,SH600019,-0.0059522986
2020-09-10,SH600025,0.009661794
2020-09-10,SH600028,0.0025576353
2020-09-10,SH600029,0.014657974
2020-09-10,SH600030,0.0073652267
2020-09-11,SH600000,-0.004020095
2020-09-11,SH600009,0.0018954277
2020-09-11,SH600010,0.008474708
2020-09-11,SH600011,0.017331004
2020-09-11,SH600015,0.0032206774
2020-09-11,SH600016,0.0
2020-09-11,SH600018,0.004640341
2020-09-11,SH600019,0.0019959211
2020-09-11,SH600025,0.019138932
2020-09-11,SH600028,0.0
2020-09-11,SH600029,0.0048154593
2020-09-11,SH600030,-0.0009970069
2020-09-14,SH600000,-0.004036367
2020-09-14,SH600009,0.004729748
2020-09-14,SH600010,-0.00840348
2020-09-14,SH600011,-0.028960824
2020-09-14,SH600015,-0.0032103062
2020-09-14,SH600016,0.0018348694
2020-09-14,SH600018,0.0
2020-09-14,SH600019,-0.0019919872
2020-09-14,SH600025,0.0
2020-09-14,SH600028,0.0025510788
2020-09-14,SH600029,0.027156472
2020-09-14,SH600030,0.005322695
2020-09-15,SH600000,0.0
2020-09-15,SH600009,-0.0022864938
2020-09-15,SH600010,-0.008474469
2020-09-15,SH600011,0.003508687
2020-09-15,SH600015,0.0064412355
2020-09-15,SH600016,0.0
2020-09-15,SH600018,-0.0069283247
2020-09-15,SH600019,0.007983923
2020-09-15,SH600025,0.0070421696
2020-09-15,SH600028,0.0025445223
2020-09-15,SH600029,0.01088655
2020-09-15,SH600030,-0.006949067
2020-09-16,SH600000,-0.0030395389
2020-09-16,SH600009,0.0068751574
2020-09-16,SH600010,0.0
2020-09-16,SH600011,-0.012237728
2020-09-16,SH600015,0.0
2020-09-16,SH600016,-0.0018315315
2020-09-16,SH600018,0.009302378
2020-09-16,SH600019,0.0019801855
2020-09-16,SH600025,-0.011655092
2020-09-16,SH600028,0.002538085
2020-09-16,SH600029,0.004615307
2020-09-16,SH600030,-0.0136621
2020-09-17,SH600000,0.010162592
2020-09-17,SH600009,-0.0012050867
2020-09-17,SH600010,0.008546948
2020-09-17,SH600011,0.021238923
2020-09-17,SH600015,0.012799978
2020-09-17,SH600016,0.009174347
2020-09-17,SH600018,0.020737171
2020-09-17,SH600019,0.01581037
2020-09-17,SH600025,0.007075429
2020-09-17,SH600028,0.0025315285
2020-09-17,SH600029,0.0061256886
2020-09-17,SH600030,0.072635174
2020-09-18,SH600000,-0.013078332
2020-09-18,SH600009,-0.022788107
2020-09-18,SH600010,-0.008474469
2020-09-18,SH600011,-0.036395192
2020-09-18,SH600015,-0.004739225
2020-09-18,SH600016,-0.0109090805
2020-09-18,SH600018,-0.011286616
2020-09-18,SH600019,-0.011673152
2020-09-18,SH600025,0.009367704
2020-09-18,SH600028,-0.00252527
2020-09-18,SH600029,-0.04718423
2020-09-18,SH600030,-0.034015834
2020-09-21,SH600000,-0.010193706
2020-09-21,SH600009,-0.048559725
2020-09-21,SH600010,0.0
2020-09-21,SH600011,-0.010791302
2020-09-21,SH600015,-0.007936537
2020-09-21,SH600016,-0.003676474
2020-09-21,SH600018,-0.0045661926
2020-09-21,SH600019,-0.005905509
2020-09-21,SH600025,-0.023201823
2020-09-21,SH600028,-0.005063176
2020-09-21,SH600029,-0.031948924
2020-09-21,SH600030,0.0016303062
2020-09-22,SH600000,-0.010298669
2020-09-22,SH600009,-0.001730144
2020-09-22,SH600010,-0.008547008
2020-09-22,SH600011,-0.01090914
2020-09-22,SH600015,-0.011200011
2020-09-22,SH600016,-0.0018450618
2020-09-22,SH600018,-0.00688076
2020-09-22,SH600019,-0.013861418
2020-09-22,SH600025,0.0
2020-09-22,SH600028,-0.002544582
2020-09-22,SH600029,-0.01815182
2020-09-22,SH600030,-0.016927063
2020-09-23,SH600000,-0.011446357
2020-09-23,SH600009,-0.0034661293
2020-09-23,SH600010,-0.008620739
2020-09-23,SH600011,-0.014705896
2020-09-23,SH600015,-0.0032362938
2020-09-23,SH600016,-0.009242058
2020-09-23,SH600018,-0.01616621
2020-09-23,SH600019,-0.012048185
2020-09-23,SH600025,-0.019002378
2020-09-23,SH600028,-0.0051020384
2020-09-23,SH600029,-0.021848738
2020-09-23,SH600030,-0.006291449
2020-09-24,SH600000,-0.0010527372
2020-09-24,SH600009,0.0073912144
2020-09-24,SH600010,0.0
2020-09-24,SH600011,0.01865673
2020-09-24,SH600015,0.0032467842
2020-09-24,SH600016,-0.009328365
2020-09-24,SH600018,-0.011737168
2020-09-24,SH600019,0.0020325184
2020-09-24,SH600025,-0.019370377
2020-09-24,SH600028,-0.0025641322
2020-09-24,SH600029,-0.0034363866
2020-09-24,SH600030,0.001999259
2020-09-25,SH600000,0.0010538101
2020-09-25,SH600009,-0.011221349
2020-09-25,SH600010,0.0
